,session_id,order_id,order_title
251,329,3,بيانات رئيس محترم مجلس شوراي اسلامي به مناسبت عيد سعيد فطر، راهپيمايي باشكوه مردم در روز قدس، مسئله مسكن و سخنان ناشيانه رئيس‌جمهور فرانسه و تقدير و تشكر از موضع‌گيري درست و سنجيده رئيس‌جمهور عراق و دولت سوريه در كنفرانس عربستان
252,329,4,تسليت رئيس محترم مجلس شوراي اسلامي به آقاي اكبر رنجبرزاده نماينده اسدآباد
253,329,5,گزارش مسئولين ذي‌ربط در مورد طرح ملي مسكن و بحث و بررسي درخصوص آن
254,329,6,تصويب طرح تشديد مجازات اسيدپاشي و حمايت از بزه‌ديدگان ناشي از آن (ثبت 379)
255,329,7,بحث و بررسي درخصوص لايحه موافقتنامه موقت تشكيل منطقه آزاد تجاري بين جمهوري اسلامي ايران و اتحاديه اقتصادي اوراسيا و كشورهاي عضو (ثبت 537)
256,329,8,ناطقان جلسه آقايان: سيدحسين افضلي، اسداله عباسي، عبدالحميد خدري، صديف بدري و سيدكمال‌الدين شهرياري
257,329,9,تذكرات كتبي نمايندگان به مسئولان اجرايي كشور
258,329,10,اعلام وصول (1) فقره لايحه
259,329,11,اعلام وصول (2) فقره طرح
260,329,12,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
261,330,1,اعلام رسميت جلسه و قرائت دستور
262,330,2,تلاوت آياتي از قرآن مجيد
263,330,3,تصويب لايحه  موافقتنامه موقت تشكيل منطقه آزاد تجاري بين جمهوري اسلامي ايران و اتحاديه اقتصادي اوراسيا و كشورهاي عضو (ثبت 537)
264,330,4,قرائت گزارش كميسيون امنيت ملي و سياست خارجي درخصوص عملكرد ايالات متحده آمريكا در حوزه حقوق بشر در سال 1397
265,330,5,تصويب لايحه موافقتنامه همكاري و كمك متقابل اداري در موضوعات گمركي بين گمرك جمهوري اسلامي ايران و اداره ‌كل گمرك جمهوري سوسياليستي ويتنام (ثبت304)
266,330,6,قرائت گزارش كميسيون ويژه حمايت از توليد ملي و نظارت بر اجراي اصل (44) قانون اساسي درخصوص عملكرد دولت در اجراي ماده (22) قانون برنامه ششم توسعه درباره بهبود وضعيت ايران در شاخص‌هاي محيط كسب و كار
267,330,7,اعلام وصول (1) فقره لايحه
268,330,8,اعلام وصول (4) فقره سؤال
269,330,9,ناطقان جلسه آقايان: رامين نورقليپور، علي‌محمد مرادي، احمد سالككاشاني، شكور پورحسين‌شقلان و خانم سيده‌فاطمه حسيني
270,330,10,تصويب كليات لايحه اصلاح بند (3) ماده (2) قانون ماليات‌هاي مستقيم با اصلاحات بعدي آن (ثبت266)
271,330,11,تذكرات كتبي نمايندگان به مسئولان اجرايي كشور
272,330,12,ـ تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
273,330,13,قرائت نامه نمايندگان مجلس شوراي اسلامي به رئيس‌جمهور درخصوص اجراي صحيح تبصره (12) قانون بودجه سال 1398 كل كشور
274,330,14,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
275,331,1,اعلام رسميت جلسه و قرائت دستور
276,331,2,تلاوت آياتي از قرآن مجيد
277,331,3,تصويب لايحه اصلاح بند (3) ماده (2) قانون ماليات‌هاي مستقيم با اصلاحات بعدي آن (ثبت 266)
278,331,4,تصويب لايحه موافقتنامه تشويق و حمايت متقابل از سرمايه‌گذاري بين دولت جمهوري اسلامي ايران و دولت جمهوري عراق (ثبت 312)
279,331,5,تصويب كليات لايحه اهداف، وظايف و اختيارات وزارت ورزش و جوانان (ثبت 244)
280,331,6,تصويب تقاضاي تغيير دستور درخصوص طرح الحاق يك تبصره به ماده (182) قانون آيين‌نامه داخلي مجلس شوراي اسلامي (ثبت 447)
281,331,7,تذكرات كتبي نمايندگان به مسئولان اجرايي كشور
282,331,8,اعلام وصول (1) فقره لايحه
283,331,9,اعلام وصول (1) فقره طرح
284,331,10,اعلام وصول (2) فقره سؤال
285,331,11,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
286,331,12,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
287,332,1,اعلام رسميت جلسه و قرائت دستور
288,332,2,تلاوت آياتي از قرآن مجيد
289,332,3,ادامه رسيدگي به لايحه اهداف، وظايف و اختيارات وزارت ورزش و جوانان (ثبت 244)
290,332,4,تصويب كليات طرح الحاق يك تبصره به ماده (182) قانون آيين‌نامه داخلي مجلس شوراي اسلامي و ارجاع آن به كميسيون مربوطه (ثبت 447)
291,332,5,ناطقان جلسه آقايان: فرج¬الله رجبي، سيدمحمدجواد ابطحي، سيدكمال‌الدين شهرياري، محسن كوهكن‌ريزي و علي اسماعيلي
292,332,6,تذكرات كتبي نمايندگان مجلس به مسئولان اجرايي كشور
293,332,7,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
294,332,8,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
295,333,1,اعلام رسميت جلسه و قرائت دستور
296,333,2,تلاوت آياتي از قرآن مجيد
297,333,3,بيانات رئيس محترم مجلس شوراي اسلامي درخصوص سالروز شهادت شهداي حزب مؤتلفه اسلامي، تشكر از سخنان هوشمندانه و عزتمندانه رهبر معظم انقلاب اسلامي در ملاقات با نخست‌وزير ژاپن و اقدامات مشكوك در درياي عمان عليه نفتكش‌ها
298,333,4,قرائت گزارش معاون نظارت مجلس در مورد اقدامات نظارتي مجلس شوراي اسلامي در اجلاسيه سوم دوره دهم
299,333,5,ادامه رسيدگي به لايحه اهداف،‌ وظايف و اختيارات وزارت ورزش و جوانان (ثبت 244)
300,333,6,اعلام وصول (1) فقره لايحه
301,333,7,اعلام وصول (1) فقره طرح
302,333,8,اعلام وصول (1) فقره سؤال
303,333,9,ناطقان جلسه آقايان: احمد مازني، بهروز بنيادي، هادي قوامي و احمد حمزه
304,333,10,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
305,333,11,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
306,334,1,اعلام رسميت جلسه و قرائت دستور
307,334,2,تلاوت آياتي از قرآن مجيد
308,334,3,تبريك رئيس محترم مجلس شوراي اسلامي به مناسبت پيروزي‌هاي تيم ملي واليبال در مسابقات جهاني
309,334,4,ادامه رسيدگي به لايحه اهداف، وظايف و اختيارات وزارت ورزش و جوانان (ثبت 244)
310,334,5,ناطقان جلسه آقايان: محمود بهمني، ضياءاله اعزازي‌ملكي، كورش كرم‌پورحقيقي‌ و شمس‌الله شريعت‌نژاد و خانم ناهيد تاج‌الدين
311,334,6,طرح سؤال آقاي بيت‌اله عبدالهي نماينده اهر و هريس و تعدادي از نمايندگان از آقاي محمدجواد آذري‌جهرمي وزير ارتباطات و فناوري اطلاعات
312,334,7,طرح سؤال آقاي محمود نگهبان‌سلامي نماينده خواف و رشتخوار از آقاي محمدجواد آذري‌جهرمي وزير ارتباطات و فناوري اطلاعات و نظر مجلس مبني بر قانع‌كننده نبودن پاسخ وزير
313,334,8,تذكرات كتبي نمايندگان مجلس به مسئولان اجرايي كشور
314,334,9,قرائت بيانيه نمايندگان مجلس شوراي اسلامي خطاب به رئيس‌جمهور محترم درخصوص لزوم عدم تشكيل وزارت بازرگاني، حفظ قانون تمركز و اعطاي مستقيم يارانه ارز ترجيحي به مردم
315,334,10,بيانيه نمايندگان مجلس شوراي اسلامي درخصوص تقدير از تيم ملي واليبال
316,334,11,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
317,335,1,اعلام رسميت جلسه و قرائت دستور
318,335,2,تلاوت آياتي از قرآن مجيد
319,335,3,ادامه رسيدگي به لايحه اهداف، وظايف و اختيارات وزارت ورزش و جوانان (ثبت 244)
320,335,4,تذكرات كتبي نمايندگان به مسئولان اجرايي كشور
321,335,5,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
322,335,6,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
323,336,1,اعلام رسميت جلسه و قرائت دستور
324,336,2,تلاوت آياتي از قرآن مجيد
325,336,3,تصويب طرح ساماندهي صنعت خودرو (ثبت 392)
326,336,4,تصويب اصلاحات كميسيون درخصوص طرح اصلاح بند (5) ماده (6) قانون اجراي سياست‌هاي كلي اصل (44) قانون اساسي با اصلاحات و الحاقات بعدي آن (جهت تأمين نظر شوراي نگهبان 2)، (ثبت 420)
327,336,5,تصويب لايحه عضويت دولت جمهوري اسلامي ايران در برنامه اندازه‌شناسي آسيا ـ اقيانوسيه (ثبت 306)
328,336,6,تصويب لايحه موافقتنامه بين دولت جمهوري اسلامي ايران و دولت جمهوري فنلاند درباره كمك و همكاري متقابل در امور گمركي (ثبت 313)
329,336,7,ناطقان جلسه آقايان: محمدرضا تابش، بهمن طاهرخاني، محمدرضا رضايي‌كوچي، بيت‌اله عبدالهي و سيدتقي كبيري
330,336,8,اعلام وصول (1) فقره سؤال
331,336,9,اعلام وصول (1) فقره لايحه
332,336,10,اعلام وصول (3) فقره طرح
333,336,11,قرائت گزارش كميسيون آموزش، تحقيقات و فناوري درخصوص حادثه واژگوني اتوبوس در دانشگاه آزاد اسلامي واحد علوم و تحقيقات تهران
334,336,12,تذكرات كتبي نمايندگان به مسئولان اجرايي كشور
335,336,13,قرائت بيانيه نمايندگان مجلس شوراي اسلامي درخصوص حمايت از مواضع مقتدرانه مقام معظم رهبري (مدظله‌العالي) در ملاقات با نخست‌وزير ژاپن
336,336,14,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
337,336,15,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
338,337,1,اعلام رسميت جلسه و قرائت دستور
339,337,2,تلاوت آياتي از قرآن مجيد
340,337,3,بيانات نايب‌رئيس محترم مجلس شوراي اسلامي به مناسبت هفته قوه قضائيه و تقدير از اقدامات سپاه پاسداران انقلاب اسلامي در سرنگوني پهپاد جاسوسي آمريكا
341,337,4,ادامه رسيدگي به گزارش كميسيون آموزش، تحقيقات و فناوري در مورد حادثه واژگوني اتوبوس در دانشگاه آزاد اسلامي واحد علوم‌ و تحقيقات تهران
342,337,5,تصويب اصلاحات كميسيون درخصوص طرح حمايت از مرمت و احياء بافتهاي تاريخي ـ فرهنگي (جهت تأمين نظر شوراي نگهبان)، (ثبت 314)
343,337,6,تصويب اصلاحات كميسيون درخصوص لايحه تمديد مدت اجراي آزمايشي قانون ارتقاي سلامت نظام اداري و مقابله با فساد (جهت تأمين نظر شوراي نگهبان)، (ثبت 388)
344,337,7,تصويب كليات طرح الحاق موادي به قانون اجراي اصل (49) قانون اساسي جمهوري اسلامي ايران و بحث و بررسي درخصوص مواد آن (ثبت 540)
345,337,8,ناطقان جلسه آقايان: نادر قاضي‌‌پور، سيداحسان قاضي‌زاده‌هاشمي، احمد بيگدلي، حبيب‌اله دهمرده و سيدجواد ساداتي‌نژاد
346,337,9,بحث و بررسي درخصوص طرح حمايت از توسعه صنايع پايين‌دستي نفت خام و ميعانات گازي با استفاده از سرمايه‌گذاري مردمي (ثبت 474)
347,337,10,اعلام وصول (2) فقره طرح
348,337,11,اعلام وصول (2) فقره سؤال
349,337,12,قرائت بيانيه نمايندگان مجلس درخصوص سوم خرداد ماه، سالروز آزادسازي خرمشهر و حمايت از سپاه پاسداران انقلاب اسلامي در سرنگوني پهپاد جاسوسي آمريكا
350,337,13,تذكرات كتبي نمايندگان مجلس به مسئولان اجرايي كشور
351,337,14,بيانات نايب‌رئيس محترم مجلس شوراي اسلامي به‌مناسبت روز اصناف
352,337,15,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
353,337,16,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
354,338,1,اعلام رسميت جلسه و قرائت دستور
355,338,2,تلاوت آياتي از قرآن مجيد
356,338,3,ادامه رسيدگي به طرح حمايت از توسعه صنايع پايين‌دستي نفت خام و ميعانات گازي با استفاده از سرمايه¬گذاري مردمي و ارجاع آن به كميسيون مربوطه
357,338,4,برگزاري انتخابات رئيس كميسيون اصل (90) قانون اساسي
358,338,5,ادامه رسيدگي به طرح الحاق موادي به قانون اجراي اصل (49) قانون اساسي جمهوري اسلامي ايران
359,338,6,اعلام وصول (1) فقره طرح
360,338,7,ناطقان جلسه آقايان: غلام‌محمد زارعي، سيدابوالفضل موسوي‌بيوكي، حميد گرمابي، ولي ملكي و احد آزادي‌خواه
361,338,8,انتخاب آقاي سيدمحمد حسيني به عنوان عضو هيأت سه‌نفره اجراي قانون اصلاح تبصره (4) ماده (95) قانون محاسبات عمومي كشور
362,338,9,انتخاب آقايان: رسول خضري، سيامك مره‌صدق و سيدمهدي فرشادان به عنوان عضو ناظر در شوراي عالي رفاه و تأمين‌اجتماعي
363,338,10,اعلام وصول طرح الحاق يك تبصره به ماده (206) آيين‌نامه داخلي مجلس شوراي اسلامي با قيد يك فوريت و تصويب فوريت آن
364,338,11,تصويب طرح الحاق يك تبصره به ماده (182) قانون آيين‌نامه داخلي مجلس شوراي اسلامي
365,338,12,تصويب لايحه موافقتنامه تشويق و حمايت متقابل از سرمايه‌گذاري بين دولت جمهوري اسلامي ايران و دولت مجارستان
366,338,13,تذكرات كتبي نمايندگان مجلس به مسئولان اجرايي كشور
367,338,14,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
368,338,15,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
369,339,1,اعلام رسميت جلسه و قرائت دستور
370,339,2,تلاوت آياتي از قرآن مجيد
371,339,3,تصويب لايحه حمايت قضائي و بيمه‌اي از مأموران يگان حفاظت دستگاه‌هاي اجرايي
372,339,4,طرح سؤال آقاي حسن نوروزي نماينده رباط‌كريم و بهارستان از آقاي عبدالرضا رحماني‌فضلي وزير كشور
373,339,5,طرح سؤال آقاي محمود شكري نماينده طوالش، رضوانشهر و ماسال از آقاي عبدالرضا رحماني‌فضلي وزير كشور
374,339,6,طرح سؤال آقاي حبيب‌اله دهمرده نماينده زابل، زهك، هيرمند، نيمروز و هامون از آقاي رضا رحماني وزير صنعت، معدن و تجارت
375,339,7,تصويب لايحه موافقتنامه تشويق و حمايت متقابل از سرمايه‌گذاري بين دولت جمهوري اسلامي ايران و دولت جمهوري چك
376,339,8,تذكرات كتبي نمايندگان به مسئولان اجرايي كشور
377,339,9,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
378,339,10,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
379,340,1,اعلام رسميت جلسه و قرائت دستور
380,340,2,تلاوت آياتي از قرآن مجيد
381,340,3,ادامه رسيدگي به طرح الحاق موادي به قانون اجراي اصل (49) قانون اساسي جمهوري اسلامي ايران
382,340,4,رد تقاضاي مسكوت ماندن طرح الحاق موادي به قانون اجراي اصل (49) قانون اساسي جمهوري اسلامي ايران به مدت چهار ماه
383,340,5,اعلام وصول (3) فقره سؤال
384,340,6,اعلام وصول (10) فقره طرح
385,340,7,ناطقان جلسه آقايان: عبدالغفور ايران‌نژاد، فرهاد فلاحتي، محمدرضا عارف، جهانبخش محبي‌نيا و خانم سيده‌فاطمه ذوالقدر
386,340,8,تذكرات كتبي نمايندگان به مسئولان اجرايي كشور
387,340,9,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
388,340,10,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
389,341,1,اعلام رسميت جلسه و قرائت دستور
390,341,2,تلاوت آياتي از قرآن مجيد
391,341,3,تبريك رئيس محترم مجلس شوراي اسلامي به مناسبت فرارسيدن ميلاد باسعادت حضرت علي بن موسي‌الرضا (عليه آلاف التحيه والثناء)
392,341,4,تسليت رئيس محترم مجلس شوراي اسلامي به‌مناسبت درگذشت آقاي مرتضي صفاري‌نطنزي نماينده نطنز و بخش قمصر، همچنين تسليت به آقايان: سيدكاظم دلخوش اباتري نماينده صومعه‌سرا، شهرام كوسه‌غراوي نماينده مينودشت و محمد حسيني نماينده تفرش و آشتيان
393,341,5,ناطقان جلسه آقايان: عبدالرضا هاشم‌زائي، امير خجسته، شهروز برزگر و علي وقفچي و خانم سيده‌حميده زرآبادي
394,341,6,اعلام وصول (2) فقره لايحه
395,341,7,اعلام وصول (3) فقره طرح
396,341,8,تصويب طرح الحاق موادي به قانون اجراي اصل (49) قانون اساسي جمهوري اسلامي ايران (ثبت 540)
397,341,9,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
398,342,1,اعلام رسميت جلسه و قرائت دستور
399,342,2,تلاوت آياتي از قرآن مجيد
400,342,3,ادامه رسيدگي به طرح حمايت از توسعه صنايع پايين‌دستي نفت خام و ميعانات گازي با استفاده از سرمايه‌گذاري مردمي (ثبت 474)
401,342,4,اعلام وصول (1) فقره طرح
402,342,5,اعلام وصول (1) فقره سؤال
403,342,6,ناطقان جلسه آقايان: علي نوبخت‌حقيقي، حسن لطفي، محمد فيضي‌زنگير، حسن بهرام‌نيا و محمدرضا پورابراهيمي‌داوراني
404,342,7,انتخاب آقايان: ابوالفضل ابوترابي، اصغر سليمي، مصطفي كواكبيان و فرج‌الله رجبي به‌عنوان ناظر در شوراي ساماندهي مركز سياسي و اداري كشور و ساماندهي و تمركززدايي از تهران
405,342,8,ـ قرائت بيانيه نمايندگان مجلس شوراي اسلامي خطاب به رؤساي قوه قضاييه و مجلس شوراي اسلامي درخصوص عدم معرفي مقصران حادثه برخورد قطارهاي مسافربري در محور سمنان ـ دامغان
406,342,9,تذكرات كتبي نمايندگان به مسئولان اجرايي كشور
407,342,10,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
408,343,1,اعلام رسميت جلسه و قرائت دستور
409,343,2,تلاوت آياتي از قرآن مجيد
410,343,3,تصويب طرح حمايت از توسعه صنايع پايين‌دستي نفت خام و ميعانات گازي با استفاده از سرمايه‌گذاري مردمي (ثبت 474)
411,343,4,تصويب اصلاحات كميسيون درخصوص طرح تشكيل وزارت ميراث فرهنگي، گردشگري و صنايع دستي (جهت تأمين نظر شوراي نگهبان)، (ثبت 261)
412,343,5,تصويب اصلاحات كميسيون درخصوص لايحه اصلاح قانون تعيين تكليف تابعيت فرزندان حاصل از ازدواج زنان ايراني با مردان خارجي (جهت تأمين نظر شوراي نگهبان)، (ثبت 519)
413,343,6,تصويب اصلاحات كميسيون درخصوص طرح تعيين تكليف كارشناسان بيمه كشاورزي (جهت تأمين نظر شوراي نگهبان)، (ثبت 56)
414,343,7,بحث و بررسي درخصوص طرح اصلاح ماده (1041) قانون مدني اصلاحي مصوب 1/4/1381 و ارجاع آن به كميسيون مربوطه (ثبت 473)
415,343,8,تصويب لايحه موافقتنامه بين دولت جمهوري اسلامي ايران و دولت جمهوري خلق چين درخصوص همكاري در زمينه بهداشت و قرنطينه دامي (ثبت 302)
416,343,9,تصويب لايحه الحاق دولت جمهوري اسلامي ايران به كنوانسيون مشترك ايمني مديريت سوخت مصرف‌شده و ايمني مديريت پسماند پرتوزا (ثبت 337)
417,343,10,طرح سؤال آقاي ولي داداشي نماينده آستارا از آقاي منصور غلامي وزير علوم، تحقيقات و فناوري
418,343,11,قرائت بيانيه نمايندگان مجلس شوراي اسلامي درخصوص تقدير و تشكر از صدا و سيماي جمهوري اسلامي ايران درمورد ساخت مجموعه تلويزيوني گاندو
419,343,12,تذكرات كتبي نمايندگان به مسئولان اجرايي كشور
420,343,13,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
421,343,14,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
422,344,1,اعلام رسميت جلسه و قرائت دستور
423,344,2,تلاوت آياتي از قرآن مجيد
424,344,3,تصويب كليات لايحه كمك به ساماندهي پسماندهاي عادي با مشاركت بخش غيردولتي (ثبت 335)
425,344,4,انتخاب آقايان: محمد دهقاني‌نقندر، محمدحسن صادقي‌مقدم و هادي طحان‌نظيف به‌عنوان اعضاي حقوقدان شوراي نگهبان
426,344,5,اعلام وصول طرح الزام بانك‌ها و مؤسسات اعتباري غيربانكي به حذف سود و جريمه مضاعف از بدهي تسهيلات‌گيرندگان با قيد دوفوريت و تصويب فوريت آن (ثبت 598)
427,344,6,اعلام وصول لايحه اصلاح بند «الف» تبصره (11) ماده‌واحده قانون بودجه سال 1398 كل كشور با قيد دوفوريت و تصويب فوريت آن (ثبت 599)
428,344,7,اعلام وصول (5) فقره طرح
429,344,8,استرداد (4) فقره سؤال
430,344,9,تصويب تقاضاي تغيير دستور درخصوص طرح اصلاح موادي از قانون آيين¬نامه داخلي مجلس شوراي اسلامي (ثبت 434)
431,344,10,ناطقان جلسه آقايان: سيدفريد موسوي، سيدمصطفي ذوالقدر، محمد محمودي‌شاه‌نشين، محمدحسين فرهنگي و علي كرد
432,344,11,تذكرات كتبي نمايندگان به مسئولان اجرايي كشور
433,344,12,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
434,344,13,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
435,345,1,اعلام رسميت جلسه و قرائت دستور
436,345,2,تلاوت آياتي از قرآن مجيد
437,345,3,ادامه رسيدگي به لايحه كمك به ساماندهي پسماندهاي عادي با مشاركت بخش غيردولتي (ثبت 335)
438,345,4,تصويب كليات طرح اصلاح موادي از قانون آيين‌نامه داخلي مجلس شوراي اسلامي (ثبت 434)
439,345,5,اعلام وصول (4) فقره طرح
440,345,6,اعلام وصول (3) فقره سؤال
441,345,7,انتخاب آقاي داود محمدي (قزوين) به‌عنوان رئيس كميسيون اصل (90) قانون اساسي
442,345,8,ناطقان جلسه آقايان: عزيز اكبريان، محمدحسين فرهنگي، اردشير نوريان، احمد مازني و سيدمحمدباقر عبادي
443,345,9,تذكرات كتبي نمايندگان به مسئولان اجرايي كشور
444,345,10,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
445,345,11,قرائت بيانيه نمايندگان مجلس شوراي اسلامي در حمايت از اقدام هوشمندانه سپاه پاسداران انقلاب اسلامي در توقيف كشتي انگليسي
446,345,12,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
447,346,1,اعلام رسميت جلسه و قرائت دستور
448,346,2,تلاوت آياتي از قرآن مجيد
449,346,3,ادامه رسيدگي به لايحه كمك به ساماندهي پسماندهاي عادي با مشاركت بخش غيردولتي (ثبت 335)
450,346,4,تصويب لايحه الحاق يك بند به تبصره (11) قانون بودجه سال 1398 كل كشور (ثبت 599)
451,346,5,تصويب كليات طرح تسهيل تسويه بدهي بدهكاران غيرجاري شبكه بانكي كشور (ثبت 598)
452,346,6,ناطقان جلسه آقايان: عدل هاشمي‌پور، سيدحمزه اميني، هدايت‌اله خادمي، شادمهر كاظم‌زاده و سيدمصطفي ذوالقدر
453,346,7,قرائت نامه نمايندگان مجلس شوراي اسلامي خطاب به رئيس‌جمهور درخصوص اجراي بند «ه‍» تبصره (1) قانون بودجه سال 1398 كل كشور
454,346,8,تذكرات كتبي نمايندگان به مسئولان اجرايي كشور
455,346,9,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
456,347,1,اعلام رسميت جلسه و قرائت دستور
457,347,2,تلاوت آياتي از قرآن مجيد
458,347,3,ادامه رسيدگي به طرح تسهيل تسويه بدهي بدهكاران غيرجاري شبكه بانكي كشور (ثبت 598)
459,347,4,طرح سؤال آقاي حبيب‌اله نيكزادي‌پناه نماينده بم، ريگان، فهرج و نرماشير از آقاي رضا اردكانيان وزير نيرو
460,347,5,طرح سؤال آقاي شادمهر كاظم‌زاده نماينده دهلران، آبدانان و دره‌شهر از آقاي رضا اردكانيان وزير نيرو
461,347,6,اعلام وصول (1) فقره لايحه
462,347,7,اعلام وصول (1) فقره طرح
463,347,8,اعلام وصول (1) فقره سؤال
464,347,9,طرح سؤال آقاي عليرضا رحيمي نماينده تهران، شميرانات، ري، اسلامشهر و پرديس و تعداد ديگري از نمايندگان از آقاي اميرحاتمي وزير دفاع و پشتيباني نيروهاي مسلح
465,347,10,طرح سؤال آقاي سيدقاسم جاسمي نماينده كرمانشاه از آقاي امير حاتمي وزير دفاع و پشتيباني نيروهاي مسلح‌
466,347,11,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
467,348,1,اعلام رسميت جلسه و قرائت دستور
468,348,2,تلاوت آياتي از قرآن مجيد
469,348,3,تصويب طرح تسهيل تسويه بدهي بدهكاران غيرجاري شبكه بانكي كشور (ثبت598)
470,348,4,اعلام وصول (1) فقره طرح
471,348,5,ناطقان جلسه آقايان: سيدناصر موسوي‌لارگاني، محمدصادق حسني‌جوريابي، محمد بيرانوندي، بهمن طاهرخاني و مهرداد لاهوتي
472,348,6,تذكرات كتبي نمايندگان به مسئولان اجرايي كشور
473,348,7,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
474,348,8,قرائت نامه نمايندگان مجلس شوراي اسلامي خطاب به رئيس‌جمهور محترم درخصوص تسريع در ارائه لايحه مديريت شهري
475,348,9,قرائت بيانيه نمايندگان مجلس شوراي اسلامي درخصوص بزرگداشت هفته عفاف و حجاب
476,348,10,قرائت بيانيه نمايندگان مجلس شوراي اسلامي خطاب به مجامع بين‌المللي و مجلس و دولت نيجريه درخصوص آزادي شيخ ابراهيم زكزاكي
477,348,11,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
478,349,1,اعلام رسميت جلسه و قرائت دستور
479,349,2,تلاوت آياتي از قرآن مجيد
480,349,3,تسليت رئيس محترم مجلس شوراي اسلامي به آقاي همايون هاشمي نماينده مياندوآب، شاهين‌دژ و تكاب
481,349,4,تقدير و تشكر رئيس محترم مجلس شوراي اسلامي از وزارت اطلاعات درخصوص كشف شبكه جاسوسي آمريكا
482,349,5,ادامه رسيدگي به طرح اصلاح موادي از قانون آيين‌نامه داخلي مجلس شوراي اسلامي (ثبت 434)
483,349,6,اعلام وصول (1) فقره طرح
484,349,7,اعلام وصول (1) فقره سؤال
485,349,8,ناطقان جلسه آقايان: محمدحسين حسين‌زاده‌بحريني، حيدرعلي عابدي، سيدحسن حسيني‌شاهرودي، احمد صفري و عين‌اله شريف‌پور
486,349,9,انتخاب آقاي سيدمحمدجواد ابطحي به‌عنوان عضو در شوراي سياست‌گذاري، برنامه‌ريزي و نظارت مركزي مراكز آموزشي و پرورشي
487,349,10,قرائت بيانيه نمايندگان مجلس شوراي اسلامي درخصوص قدرداني و حمايت قاطع از اقدامات مؤثر ضدجاسوسي وزارت اطلاعات و جامعه اطلاعاتي كشور
488,349,11,قرائت بيانيه نمايندگان مجلس شوراي اسلامي درخصوص قدرداني از دست‌اندركاران و واليباليست‌هاي جوان كشور در كسب مقام قهرماني جهان
489,349,12,تذكرات كتبي نمايندگان مجلس به مسئولان اجرايي كشور
490,349,13,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
491,349,14,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
492,350,1,اعلام رسميت جلسه و قرائت دستور
493,350,2,تلاوت آياتي از قرآن مجيد
494,350,3,تصويب اصلاحات كميسيون درخصوص طرح الحاق يك تبصره به ماده (182) قانون آيين‌نامه داخلي مجلس شوراي اسلامي (جهت تأمين نظر شوراي نگهبان)، (ثبت 447)
495,350,4,ـ تصويب اصلاحات كميسيون درخصوص لايحه مديريت بحران كشور (جهت تأمين نظر شوراي نگهبان 2)، (ثبت 90)
496,350,5,ناطقان جلسه آقايان: محسن بيگلري، سيدمرتضي خاتمي، عليرضا محجوب، داود محمدي و احمد مرادي
497,350,6,اعلام وصول (1) فقره سؤال
498,350,7,تذكرات كتبي نمايندگان به مسئولان اجرايي كشور
499,350,8,تذكرات شفاهي نمايندگان مجلس شوراي اسلامي
500,350,9,اعلام ختم جلسه و تاريخ تشكيل جلسه آينده
501,351,1,اعلام رسميت جلسه و قرائت دستور
502,351,2,تلاوت آياتي از قرآن مجيد
503,351,3,طرح سؤال مشترك آقايان: مصطفي كواكبيان، عبدالكريم حسين‌زاده، محمدحسين قرباني نمايندگان تهران، ري، شميرانات، اسلامشهر و پرديس، نقده و اشنويه، آستانه‌اشرفيه و تعدادي از نمايندگان از آقاي محمدجواد ظريف وزير امور خارجه
